,UMAP_1,UMAP_2,cluster,dbscan_cluster
800,4.8200374,-10.366255,24,24
801,-4.4397483,15.143108,0,0
802,-0.8735316,-7.1486087,27,27
803,-0.8585367,-7.13401,27,27
804,-0.8345435,-7.110453,27,27
805,-4.466304,15.897876,0,0
806,-0.06363037,-0.784615,14,14
807,-2.6648679,-4.553213,11,11
808,-2.6351612,-4.5682416,11,11
809,7.7382946,9.99872,23,23
810,-3.230099,10.343614,19,19
811,-2.6873748,-4.5344257,11,11
812,20.865387,-0.6147451,17,17
813,3.8707592,-8.191745,24,24
814,1.3908051,22.762445,2,2
815,9.740929,6.7278223,18,18
816,18.432978,-7.913178,22,22
817,8.065733,-1.6551224,15,15
818,8.066716,-1.6514223,15,15
819,13.1371765,16.5328,12,12
820,0.098039225,-1.2789891,14,14
821,-1.3306615,10.887818,19,19
822,13.137447,2.990463,18,18
823,-0.85420173,-7.1272926,27,27
824,8.076869,-1.9710177,15,15
825,9.963472,-9.04779,9,9
826,2.4186058,12.564423,30,30
827,9.788189,-9.119708,9,9
828,9.232085,16.906246,16,16
829,0.117460795,6.619059,20,20
830,-1.5661005,-10.856078,4,4
831,11.807467,16.021912,12,12
832,12.352703,20.598242,12,12
833,0.8019283,0.62777656,14,14
834,2.5459583,7.7733855,20,20
835,4.9714775,-11.286599,24,24
836,12.442078,12.486027,7,7
837,1.1930451,6.9822235,20,20
838,8.317783,-2.7377923,15,15
839,-2.077621,0.94620484,8,8
840,11.272028,12.330467,7,7
